code,product_name,brands,categories,additives_tags,allergens_tags,ingredients_text,nutrition_grades,image_url,energy_100g,proteins_100g,carbohydrates_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,additives_count,allergens_count,nutrient_score
3017620425035,Nutella,Ferrero,Petit-déjeuners,"['en:e322', 'en:e322i']","['en:milk', 'en:nuts', 'en:soybeans']","Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants: lécithines [SOJA]; vanilline. Sans gluten",e,https://images.openfoodfacts.org/images/products/301/762/042/5035/front_en.583.400.jpg,2252.0,6.3,57.5,56.3,30.9,10.6,0.107,,2.0,3.0,2.0
3017620422003,Nutella,Ferrero,Chocolate and hazelnuts spreads,"['en:e322', 'en:e322i']","['en:milk', 'en:nuts', 'en:soybeans']","Sucre, huile de palme, NOISETTES 13%, cacao maigre 7,4%, LAIT écrémé en poudre 6,6%, LACTOSERUM en poudre, émulsifiants: lécithines [SOJA), vanilline. Sans gluten.",e,https://images.openfoodfacts.org/images/products/301/762/042/2003/front_en.633.400.jpg,2252.0,6.3,57.5,56.3,30.9,10.6,0.107,,2.0,3.0,2.0
90162602,Redbull,Red Bull,Boissons,"['en:e330', 'en:e500', 'en:e500ii']",[],"Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Natural flavors, Artificial Flavors, Sodium Bicarbonate, Magnesium Carbonate, Artificial Colors, Caffeine, Niacinamide, Pyridoxine Hci, Calcium Pantothenate, Vitamin B12.",e,https://images.openfoodfacts.org/images/products/000/009/016/2602/front_en.103.400.jpg,192.0,0.0,11.0,11.0,0.0,,0.1975,,3.0,0.0,4.0
8902080000227,Sting,Sting,Beverages,"['en:e129', 'en:e202', 'en:e211', 'en:e330', 'en:e331', 'en:e385', 'en:e452', 'en:e950', 'en:e955']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), SEQUESTERANTS (452(1), 385),TAURINE, CAFFEINE (0.03%), PRESERVATIVES (211, 202), SWEETENERS (955, 950), INOSITOL, VITAMINS PREMIX. CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (129) AND ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",e,https://images.openfoodfacts.org/images/products/890/208/000/0227/front_en.36.400.jpg,117.0,0.0,7.0,6.8,0.0,0.0,0.1025,,9.0,0.0,4.0
5999884034469,Energizant HELL,Hell,Boissons et préparations de boissons,"['en:e290', 'en:e330']",[],"Apă,  zahăr, acid alimentar (acid citric); dioxid de carbon (min 0,3% taurina (0,38%); substanță de reglare a acidității (citrat de Valoare nutritională generala sodiu); cafeina (0,03%); aromă: coloranți (caramel Energie: . 134153/289 amoniu); vitamine (niacina (83), acid bantotenic (B5), Grăsime:... - piridoxină (B6), riboflavins (R2 m CONTINUT RIDICAT DE CArCIn balamina (812)]. din care acizi graşi săturati",e,https://images.openfoodfacts.org/images/products/599/988/403/4469/front_en.61.400.jpg,192.0,0.0,11.0,11.0,0.0,0.0,0.5,,2.0,0.0,3.0
54491496,diet coke 500ml,Coca-Cola,Beverages,"['en:e150c', 'en:e150d', 'en:e212', 'en:e330', 'en:e338', 'en:e950', 'en:e951']",[],"csd water, caramel color, aspartame, phosphoric acid, potassium benzoate (to protect taste), natural flavors, citric acid, caffeine, contains phenylalaline 
water gazeifiée, caramel colour e150d, sweeteners : aspartame, acesulfame k, flavourings, natural caffeine, phosphoric acid, citric acid",c,https://images.openfoodfacts.org/images/products/000/005/449/1496/front_en.73.400.jpg,1.6,0.0,0.0,,0.0,,0.0,,7.0,0.0,5.0
8901058000290,maggi,Nestle,Plant-based foods and beverages,"['en:e150d', 'en:e330', 'en:e412', 'en:e451', 'en:e500', 'en:e501', 'en:e508', 'en:e635']",['en:gluten'],"NOODLES: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412). Acidity regulators (501(i) & 500(i)) and Humectant (451(i)). MASALA TASTEMAKER®: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330). Colour (150d), Mineral and Wheat gluten. Allergen Note: Contains Wheat & Nut. May contain Milk, Mustard, Oats And Soy.",e,https://images.openfoodfacts.org/images/products/890/105/800/0290/front_en.26.400.jpg,1610.0,8.14,59.6,1.86,12.6,8.14,2.57,,8.0,1.0,3.0
0074305001161,Organic Apple Cider Vinegar,Bragg,Condiments,[],[],"certified organic, raw apple cider vinegar and purified water, diluted to 5% acidity,",not-applicable,https://images.openfoodfacts.org/images/products/007/430/500/1161/front_en.23.400.jpg,0.0,0.0,0.0,,0.0,,,,0.0,0.0,5.0
8850389100684,,Sappe Public Company Limited,Boissons et préparations de boissons,"['en:e129', 'en:e211', 'en:e327', 'en:e330', 'en:e418']",[],"water, lychee juice from concentrate 25%, coconut 25%, fructose, sucrose, acidifiers (citric acid, calcium lactate), lychee flavor, preservative e211, gelling agent: gellan gum, color: e129 - 0.0001% (this dye may have adverse effects on activity and attention in children),",e,https://images.openfoodfacts.org/images/products/885/038/910/0684/front_en.79.400.jpg,225.0,0.0,13.0,12.0,0.0,0.0,0.05,0.5,5.0,0.0,4.0
8901088000451,Parachnute 100% Pure Coconut Oil,,Aliments et boissons à base de végétaux,,[],,e,https://images.openfoodfacts.org/images/products/890/108/800/0451/front_en.16.400.jpg,3766.0,1.0,1.0,1.0,100.0,91.0,0.0,,,0.0,4.0
8901491100519,Kurkure,Kurkure,Snacks,"['en:e160c', 'en:e296', 'en:e330', 'en:e334']",[],"Cereal Products (66%) (Rice Meal (43.5%), Corn Meal (23%)), Edible Vegetable Oil (Palmolein),*Seasoning (~Spices and Condiments, lodised Salt, Sugar, Flavour (Natural and Nature Identical Flavouring Substances), Black Salt, Tomato Powder, Acidity Regulators (330, 296, 334), Colour(160c), Maltodextrin) , Gram Meal (0.5%).",e,https://images.openfoodfacts.org/images/products/890/149/110/0519/front_en.48.400.jpg,2310.0,6.0,56.4,1.4,33.6,13.2,1.74,0.0,4.0,0.0,2.0
09141209,Gaufres Côte d’Or,Lu,Snacks,"['en:e100', 'en:e1200', 'en:e153', 'en:e160c', 'en:e161b', 'en:e163', 'en:e260', 'en:e296', 'en:e420', 'en:e420ii', 'en:e428']","['en:apple', 'en:orange']","glucose syrup, bulking agent (polydextrose), starch, humectant (sorbitol syrup), gelatine, sugar, acids (malic acid, acetic acid), concentrated fruit juices' (1 %) (apple, lime, orange, lemon, strawberry, blackcurrant, raspberry), colours (anthocyanins, vegetable carbon, paprika extract, lutein, curcumin), coconut oil, flavourings, glazing agent (carnauba wa 'equivalent to 6.9% fruit juice.",c,,1200.0,5.08,59.3,35.2,0.424,0.424,0.0424,17.8,11.0,2.0,4.0
0716270001660,Ginger Crystallized In Dark Chocolate,Chocolove,Plant-based foods and beverages,"['en:e322', 'en:e322i']",['en:soybeans'],"dark chocolate (cocoa liquor*, sugar, cocoa butter*, soy lecithin, vanilla), crystallized ginger (ginger, sugar)",not-applicable,https://images.openfoodfacts.org/images/products/071/627/000/1660/front_en.41.400.jpg,2092.0,6.67,53.33,40.0,33.33,20.0,0.0,10.0,2.0,1.0,3.0
1234567890128,Chocolat en poudre,CHOCOQUIK,Boissons et préparations de boissons,[],['en:milk'],Ingridients:Poudre de cacao - sucre - lait entier (faible teneur en matière grasse) - Emulsifiants,unknown,https://images.openfoodfacts.org/images/products/123/456/789/0128/front_en.119.400.jpg,916.0,14.0,15.0,0.5,12.0,0.1,1.8675,0.8,0.0,1.0,4.0
5000171010025,Wild Pacific Red Salmon,John West,Seafood,[],['en:fish'],"red salmon 99 %, salt.",a,https://images.openfoodfacts.org/images/products/500/017/101/0025/front_en.27.400.jpg,632.0,20.4,0.0,0.0,7.8,1.6,0.9,,0.0,1.0,6.0
0020357122682,Milk,Mestla,Dairies,,[],,unknown,https://images.openfoodfacts.org/images/products/002/035/712/2682/front_en.24.400.jpg,,,,,,,,,,0.0,5.0
8901491101837,Lays Classics Salted 20rs,Lay's,Plant-based foods and beverages,[],[],"Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), Salt (1%).",d,https://images.openfoodfacts.org/images/products/890/149/110/1837/front_en.14.400.jpg,2318.0,7.0,51.7,2.6,35.5,14.0,0.51,0.0,0.0,0.0,3.0
7622201756697,Oreo,Cadbury,Snacks,['en:e322'],"['en:gluten', 'en:soybeans', 'en:sulphur-dioxide-and-sulphites']","Refined Wheat Flour (Maida), Sugar, Fractionated Fat, Palmolein, Invert Sugar, Cocca Solids (2%), Leavening Agents (500(i), 503(ii)), Starch, lodised Salt, Emulsifier (322), Nature Identical Flavouring Substances. *T&C apply Allergen Information: Contains Wheat, Sulphite, Soy. May Contain Milk and Barley. er day",unknown,https://images.openfoodfacts.org/images/products/762/220/175/6697/front_en.3.400.jpg,2021.0,,71.9,38.8,19.6,9.7,0.42,,1.0,3.0,1.0
8901764012273,Coca Cola Coke Brand 750ml,Coca-Cola,Beverages,,[],,unknown,https://images.openfoodfacts.org/images/products/890/176/401/2273/front_en.23.400.jpg,184.0,0.0,11.0,11.0,0.0,,,,,0.0,4.0
8901491361026,masala munch 10rs,PepsiCo India holdings Pvt.Ltd,Snacks,"['en:e296', 'en:e330', 'en:e334', 'en:e414', 'en:e631']","['en:milk', 'en:nuts', 'en:sesame-seeds', 'en:soybeans', 'en:sulphur-dioxide-and-sulphites']","Cereal Products(61%)(Rice Meal(42%),Corn Meal(19%),Edible vegetable oil(palmolein,sesame oil),*Seasoning(~spices and condiments,iodised salt,maltodextrin,sugar,black salt,acidity regulators(330,296,334),tomato powder,hydrolysed soy protein,flavour(natiral and nature identitical flavouring substances),Dxtrose,emulsfier(414),milk solids,edibile starch,flavour enhancers(627&631)),Gram meal(3%)
*as flavouring agent . ~contains onion and garlic",e,https://images.openfoodfacts.org/images/products/890/149/136/1026/front_en.24.400.jpg,2335.0,6.4,55.2,1.0,34.7,15.6,2.23,0.0,5.0,5.0,2.0
8901030921667,kissan,Kissan,Condiments,,[],,e,https://images.openfoodfacts.org/images/products/890/103/092/1667/front_en.39.400.jpg,560.0,1.33,30.7,29.3,0.667,0.0,2.37,0.667,,0.0,1.0
8901030902932,tomato ketchup,kissan,Condiments,"['en:e1422', 'en:e211', 'en:e260', 'en:e415']",[],"WATER, TOMATO PASTE (28%), SUGAR, IODISED SALT ACIDITY REGULATOR-E260, STABILIZERS-E1422, E415, PRESERVATIVE-E211, ONION POWDER, GARLIC POWDER, SPICES AND CONDIMENTS.",e,https://images.openfoodfacts.org/images/products/890/103/090/2932/front_en.5.400.jpg,560.0,1.33,30.7,26.0,0.667,0.0,947.0,0.667,4.0,0.0,1.0
8901764092305,Maaza Original 1.2ltr,HINDUSTAN COCA-COLA BEVERAGES PVT LTD.,Beverages,"['en:e110', 'en:e300', 'en:e330']",['en:fruit'],"WATER, MANGO PULP (19.5%), SUGAR, ACIDITY REGULATOR (330), ANTIOXIDANT(300) AND PRESERVATIVE (202) CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (110) AND ADDED MANGO FLAVOURS (NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES).",e,https://images.openfoodfacts.org/images/products/890/176/409/2305/front_en.4.400.jpg,226.0,0.0,13.5,13.0,0.0,,1.0,,3.0,1.0,3.0
8901063139374,BOURBON,Britannia,Snacks,"['en:e322', 'en:e500', 'en:e503']",['en:soybeans'],"EDIBLE MAIZI CH, 122, 110, 13 & 102), COCOA SOLIDS (2.7%), MILK SOUDS, RAISING AGENTS (500) & 503(1) NATURE IDENTICAL & ARTIFICIAL (VANILU CHOCOLATE MILK & MILKY COCOA) FLAVOUING SUBSTANCES, EMULSIFIERS [471 & 322(1), M.K CHOCOLATE (0.1%) [EMULSIFIER (322(1) AD IODSED SALT.",e,https://images.openfoodfacts.org/images/products/890/106/313/9374/front_en.15.400.jpg,2065.0,5.0,72.7,37.0,20.3,10.1,0.2975,,3.0,1.0,2.0
8901030897542,kissan fresh tomato,Kissan,Condiments,"['en:e1422', 'en:e211', 'en:e260', 'en:e415']",[],"water, tomato paste (28%), sugar, iodised salt, acidity regulator-E260, stabilizers - E1422, E415, Preservetive - E211, Onion power, garlic powder, spices and condiments.",e,https://images.openfoodfacts.org/images/products/890/103/089/7542/front_en.22.400.jpg,556.0,1.1,31.0,29.2,0.4,0.03,2.37,0.6,4.0,0.0,1.0
8901030921797,kissan fresh tomato,Kissan,Condiments,,[],,e,https://images.openfoodfacts.org/images/products/890/103/092/1797/front_en.14.400.jpg,556.0,1.1,31.0,55.2,0.4,0.03,2.37,0.6,,0.0,1.0
8901262200196,Amul Masti Spiced Buttermilk,Amul,Beverages,"['en:e460', 'en:e460i']",['en:milk'],"Milk Solids, Common Salt, Spices & Condiments (1%), Permitted Stabilizer (E 460(i)).",c,https://images.openfoodfacts.org/images/products/890/126/220/0196/front_en.26.400.jpg,14.7,1.5,1.8,1.8,1.5,0.95,0.625,,2.0,1.0,4.0
8901719125478,Parle-G gold 75g,Parle,Snacks,"['en:e1101', 'en:e330', 'en:e500', 'en:e503']","['en:gluten', 'en:milk']","REFINED WHEAT FLOUR (MAIDA) (68%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP* [SUGAR, CITRIC ACID], IODISED SALT, RAISING AGENTS [503 (ii), 500 (ii)], MILK SOLIDS, FLOUR TREATMENT AGENT [1101 (ii)] AND EMULSIFIER OF VEGETABLE ORIGIN [472e] CONTAINS ADDED FLAVOUR (ARTIFICIAL FLAVOURING SUBSTANCES VANILLA) (D-GLUCOSE, LEVULOSE) CONTAINS: WHEAT, MILK",e,https://images.openfoodfacts.org/images/products/890/171/912/5478/front_en.7.400.jpg,1901.0,6.9,77.3,25.5,13.0,6.0,0.74,0.0,4.0,2.0,1.0
8901491101844,Lay's Potato Chips,Lay's,Plant-based foods and beverages,"['en:e160b', 'en:e330', 'en:e334']",[],"potato, edible vegetable oil (sunflower oil, corn oil, and/or canola oil), spices and condiments (onion powder, chilli powder, dry mango powder, coriander powder, ginger powder, garlic powder, black pepper powder, turmeric powder, cumin powder, salt, black salt, sugar, tomato powder, citric acid, tartaric acid, natural flavors (e160b)",e,https://images.openfoodfacts.org/images/products/890/149/110/1844/front_en.32.400.jpg,2420.0,7.16,53.4,4.28,37.1,14.7,2.12,,3.0,0.0,2.0
9300633929169,Chunk Light Tuna,Woolworths,Produits de la mer,,[],,unknown,https://images.openfoodfacts.org/images/products/930/063/392/9169/front_en.27.400.jpg,,,,,,,,,,0.0,5.0
8901719128462,Parle-G,Parle,Snacks,"['en:e1101', 'en:e330', 'en:e472e', 'en:e500', 'en:e503']","['en:gluten', 'en:milk']","REFINED WHEAT FLOUR (MAIDA ) - 68%, SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP# [SUGAR, CITRIC ACID], IODISED SALT, RAISING AGENTS [503 (ii), 500 (ii)], MILK SOLIDS, FLOUR TREATMENT AGENT [1101 (i)] AND EMULSIFIER OF VEGETABLE ORIGIN [472e], CONTAINS ADDED FLAVOUR ( ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA) (D-GLUCOSE, LEVULOSE)",e,https://images.openfoodfacts.org/images/products/890/171/912/8462/front_en.10.400.jpg,1900.0,6.9,77.3,25.5,13.0,6.0,0.74,,5.0,2.0,1.0
5000232192202,FOOD,Princes,Seafood,[],['en:fish'],"Mackerel [Fish], Sunflower Oil, Water, Salt.
 OCEAN OF CATCH: Atlantic, Northeast)",b,https://images.openfoodfacts.org/images/products/500/023/219/2202/front_en.4.400.jpg,908.0,19.7,0.1,0.1,21.3,3.8,0.65,0.0,0.0,1.0,5.0
8901764032271,Sprite 750ml,coca cola,Beverages,"['en:e211', 'en:e330', 'en:e331', 'en:e960']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(i)), PRESERVATIVE(211), SWEETENER (960), FLAVOURS (NATURAL FLAVORING SUBSTANCES)",e,https://images.openfoodfacts.org/images/products/890/176/403/2271/front_en.50.400.jpg,167.0,0.0,10.0,9.8,0.0,0.0,0.035,0.0,4.0,0.0,4.0
8901491101813,Lays 20rs,PepsiCo,Plant-based foods and beverages,"['en:e551', 'en:e627', 'en:e631']",['en:milk'],"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), *Seasoning (Sugar, Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking Agent (551))",e,https://images.openfoodfacts.org/images/products/890/149/110/1813/front_en.8.400.jpg,2247.0,6.7,53.0,3.4,33.1,14.8,1.6075,,3.0,1.0,2.0
8901262010016,Amul Pasteurized Butter,Amul,Dairies,['en:e160b'],['en:milk'],"Butter, common salt. CONTAINS PERMITTED NATURAL COLOUR [ANNATTO]",e,https://images.openfoodfacts.org/images/products/890/126/201/0016/front_en.53.400.jpg,2989.0,0.0,0.0,0.0,78.57143,50.0,2.05357,0.0,1.0,1.0,2.0
8901764032912,Sprite,sprite,Beverages and beverages preparations,"['en:e211', 'en:e330', 'en:e331']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331(iii)), PRESERVATIVE (211), FLAVOURS (NATURAL FLAVORING SUBSTANCES).",e,https://images.openfoodfacts.org/images/products/890/176/403/2912/front_en.26.400.jpg,205.0,0.0,12.2,11.7,0.0,0.0,0.02525,,3.0,0.0,4.0
3948764012273,Coca cola Soft Drink 750ml,Coca cola,Beverages,"['en:e150d', 'en:e338']",[],"Carbonated water ,Sugar, Acidity Regulator (338), Caffeine (8.7 mg/100g), Colour (150d), Flavours (Natural Flavoring substances)",e,https://images.openfoodfacts.org/images/products/394/876/401/2273/front_en.7.400.jpg,184.0,0.0,10.9,10.6,0.0,0.0,0.02125,,2.0,0.0,4.0
8901453000024,Rooh Afza 750ml pet,hamdard,en:waters,"['en:e211', 'en:e330']",[],"Sugar syrup 87.8%, {Sugar, Water, Acidity regulator (INS 330)} Distillate of (Nilofer, Dhaniya, Khas, Gulab, Kasni, Chhareela, Gaozaban, Pudina, Sandal Safaid, Gajar, Munakka) 4.5% Pineapple Juice 2.5%, Orange Juice 1.0%, preservative (INS 211), Distillate of Kewada and Gulab used as natural flavoring agent",unknown,https://images.openfoodfacts.org/images/products/890/145/300/0024/front_en.14.400.jpg,1732.0,0.5,103.5,,0.0,0.0,,0.0,2.0,0.0,5.0
8904043901015,Tata salt,Tata,Condiments,['en:e536'],[],"Edible Common Salt, Potassium Jodate (2mg) and Anticaking Agent (INS 536)",not-applicable,https://images.openfoodfacts.org/images/products/890/404/390/1015/front_en.10.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,0.0,3.0
7622202398698,Cadbury Dairy Milk,Cadbury,en:milk-chocolates,,[],,e,https://images.openfoodfacts.org/images/products/762/220/239/8698/front_en.14.400.jpg,2230.0,7.8,60.4,57.0,29.2,19.6,0.323,,,0.0,1.0
8901764092206,Maaza Original 600ml,Maaza,Beverages,"['en:e110', 'en:e202', 'en:e300', 'en:e330']",[],"WATER, MANGO PULP (19.5%), SUGAR, ACIDITY REGULATOR (330), ANTIOXIDANT(300) AND PRESERVATIVE (202). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (110) AND ADDED MANGO FLAVOURS NATURAL, NATURE-IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES).",e,https://images.openfoodfacts.org/images/products/890/176/409/2206/front_en.3.400.jpg,264.0,0.0,15.8,14.9,0.0,0.0,0.05475,,4.0,0.0,4.0
8901595862962,Ching's Schezwan Chutney,Ching's,Schezean Chutney,"['en:e1422', 'en:e202', 'en:e211', 'en:e260', 'en:e635']","['en:celery', 'en:gluten', 'en:soybeans']","Water, Sunflower Oil, Sugar, Ginger, Salt, Chilli, Garlic, Onion, Corn Starch, Flavour Enhancer (E635), Thickener (E1422), Acidity Regulator (E260), Spices (Whte Pepper, Schezwan Pepper), Preservatives (E202, E211). Celery, Soy Sauce Powder (Soybean, Wheat, Salt).",e,https://images.openfoodfacts.org/images/products/890/159/586/2962/front_en.37.400.jpg,720.0,1.9,17.2,15.2,10.6,3.4,3.38,2.0,5.0,3.0,2.0
8901764042270,Thumbs Up 750ml,Coca Cola Company,Beverages,"['en:e100', 'en:e338']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.3 mg/100 g), COLOUR (1506) FLAVOURS (NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVOURING SUBSTANCES). &quot;CONTAINS CAFFEINE&quot;",e,https://images.openfoodfacts.org/images/products/890/176/404/2270/front_en.46.400.jpg,151.0,0.0,9.0,9.0,0.0,0.0,0.0,,2.0,0.0,4.0
8901764082405,Kinley Mineral Water 1ltr,Kinley,Beverages,[],[],"Treated Water, Salts of Sodium and Magnesium",b,https://images.openfoodfacts.org/images/products/890/176/408/2405/front_en.40.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,,0.0,0.0,5.0
0073935942400,"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",Manner,en:wafers,[],[],Test,unknown,https://images.openfoodfacts.org/images/products/007/393/594/2400/front_en.5.400.jpg,2092.0,3.3333333333333,63.333333333333,30.0,26.666666666667,23.333333333333,,3.3333333333333,0.0,0.0,2.0
0850006000012,Yaourt nature sucres U,,Produits laitiers,,[],,c,https://images.openfoodfacts.org/images/products/085/000/600/0012/front_fr.4.400.jpg,335.0,3.0,9.6,9.6,3.3,2.2,0.1,,,0.0,4.0
8906017290040,Bisleri 1ltr MADE IN INDIA,Bisleri,Beverages,[],[],"TREATED WATER, MINERALS (CALCIUM CHLORIDE, MAGNESIUM SULPHATE, POTASSIUM BICARBONATE).",b,https://images.openfoodfacts.org/images/products/890/601/729/0040/front_en.8.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
8901764042911,Thums up,Thums up,Beverages,"['en:e100', 'en:e150', 'en:e338']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.1 mg/100 g), SWEETENER (960) COLOUR (150 d), FLAVOURS (NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVORING SUBSTANCES).",e,https://images.openfoodfacts.org/images/products/890/176/404/2911/front_en.41.400.jpg,163.0,0.0,9.7,9.5,0.0,0.0,0.055,0.0,3.0,0.0,4.0
3948764042270,Thumbs Up 750ml pet,Thumps up,Beverages,,[],,unknown,https://images.openfoodfacts.org/images/products/394/876/404/2270/front_en.11.400.jpg,,,,,,,,,,0.0,5.0
8901058000269,Maggi,Maggi,Plant-based foods and beverages,"['en:e150d', 'en:e330', 'en:e412', 'en:e451', 'en:e500', 'en:e501', 'en:e508', 'en:e635']","['en:gluten', 'en:milk', 'en:mustard', 'en:soybeans']","Noodles: Refined wheat flour (Maida), Paim oil, lodized salt, Wheat gluten, Thickeners (508&412), Acidity regulators (501 (i) & 500 (i) and Humectant (451 (i)). Masala *TASTEMAKER®: Mixed spices (25.6%) (Onion powder Coriander powder, Turmerie newder, Red chilli powder, Garlic powder Cumin powder, Aniseed powder, powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten. Contains Wheat & Nut. May Contains Milk, Mustard, Oats And Soy. #Lets toMAGGI",unknown,https://images.openfoodfacts.org/images/products/890/105/800/0269/front_en.39.400.jpg,1610.0,8.14,59.6,1.86,12.6,,,,8.0,4.0,6.0
8901764012914,Coca-Cola,The Coca-Cola Company,Beverages,"['en:e100', 'en:e150d', 'en:e338']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (8.7 mg/100 g), COLOUR (150d), FLAVOURS (NATURAL FLAVORING SUBSTANCES).",e,https://images.openfoodfacts.org/images/products/890/176/401/2914/front_en.29.400.jpg,184.0,0.0,10.9,10.6,0.0,0.0,0.02125,0.0,3.0,0.0,4.0
8901233030548,Cadbury Dairy Milk,Mondelez,Snacks,[],['en:milk'],"Sugar, Milk Solids16%, Cocoa Butter, Cocoa Solids, Lactose, Emulsifiers 442, 476",e,https://images.openfoodfacts.org/images/products/890/123/303/0548/front_en.16.400.jpg,2205.0,5.6,64.2,61.0,27.9,18.7,0.23075,0.0,0.0,1.0,2.0
8901764032707,Sprite,Coca Cola,Beverages and beverages preparations,"['en:e211', 'en:e330', 'en:e331', 'en:e960']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330,331(ii)), PRESSERVATIVE (211) & SWEETENER (960).",e,https://images.openfoodfacts.org/images/products/890/176/403/2707/front_en.20.400.jpg,167.0,0.0,10.0,9.8,0.0,,0.035,,4.0,0.0,4.0
8901764042300,Thums Up  (Coca-Cola),Coca-Cola,Beverages,"['en:e100', 'en:e150', 'en:e960']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (330 CAFFEINE (8.1 mg/100 g), SWEETENER (960), COLOUR (150 d), FLAVOURS NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVOURING SUBSTANCES).",e,https://images.openfoodfacts.org/images/products/890/176/404/2300/front_en.6.400.jpg,176.0,0.0,10.6,10.4,0.0,0.0,0.002025,0.0,3.0,0.0,4.0
8901063162426,Marie gold,Britannia,Snacks,"['en:e150d', 'en:e223', 'en:e472e', 'en:e500', 'en:e503']","['en:gluten', 'en:milk', 'en:sulphur-dioxide-and-sulphites']","REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR STRUP, MILK PRODUCTS [MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK], RAISING AGENTS [503 (ii) & 500 (ii)], IODIZED SALT, NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES, EMULSIFIER (472e), CALCIUM SALT, DOUGH CONDITIONER (223), VITAMINS, FERROUS SALT, COLOUR (150D) AND POTASSIUN IODATE",e,https://images.openfoodfacts.org/images/products/890/106/316/2426/front_en.15.400.jpg,1863.0,8.4,78.9,21.9,10.7,5.2,0.8,0.0,5.0,3.0,3.0
