code,product_name,brands,categories,additives_tags,allergens_tags,ingredients_text,nutrition_grades,image_url,energy_100g,proteins_100g,carbohydrates_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,additives_count,allergens_count,nutrient_score
7622201757250,,Oreo,cadbury,,[],,unknown,https://images.openfoodfacts.org/images/products/762/220/175/7250/front_en.7.400.jpg,,,,,,,,,,0.0,5.0
8901262152341,Amul Kool Premium Kesar Flavour,Amul,Beverages and beverages preparations,"['en:e102', 'en:e110']",['en:milk'],"Toned milk, sugar, milk solids, artificial flavouring substances (kesar), colours (102,110).",e,https://images.openfoodfacts.org/images/products/890/126/215/2341/front_en.3.400.jpg,381.0,3.11,12.5,12.5,3.17,1.94,0.108,,2.0,1.0,4.0
8901058001433,Rich Tomato Ketchup,Maggi,Condiments,,[],,d,https://images.openfoodfacts.org/images/products/890/105/800/1433/front_en.3.400.jpg,322.0,1.11,20.0,18.9,0.0,0.0,1.38,0.0,,0.0,3.0
0639382000393,,,,[],[],,unknown,,,,,,,,,,0.0,0.0,5.0
8901063093355,Good Day Cashew Cookies Medium Pack 600g,Britannia,Snacks,"['en:e322', 'en:e472e', 'en:e500', 'en:e503']","['en:gluten', 'en:milk', 'en:nuts', 'en:soybeans']","REFINED WHEAT FLOUR (MAIDA), REFINED PALM OIL, SUGAR, CASHEW NUTS (1.8%), INVERT SUGAR MILK SOLIDS, BUTTER (0.6%), RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, EMULSIFIERS (322(i), 471 & 472e] AND FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL (MILK AND VANILLA) FLAVOURING SUBSTANCES].",e,https://images.openfoodfacts.org/images/products/890/106/309/3355/front_en.3.400.jpg,2109.0,7.0,65.0,22.0,24.0,11.0,0.0,0.0,4.0,4.0,3.0
8901262020046,Pure Milk Cheese Slices,Amul,en:cheeses,"['en:e200', 'en:e234', 'en:e331', 'en:e452']",['en:milk'],"Cheese, Milk Solids, Permitted Emulsifying Salts (E331 & E452) & Common Salt. CONTAINS PERMITTED CLASS II PRESERVATIVES (E200 & E234) BEST BEFORE 9 MONTHS FROM PACKAGING WHEN STORED REFRIGE",e,https://images.openfoodfacts.org/images/products/890/126/202/0046/front_fr.4.400.jpg,1301.0,20.0,1.5,1.5,25.0,16.0,3.0,,4.0,1.0,3.0
8901262150064,Amul Taaza 1ltr,Amul,Dairies,[],['en:milk'],Milk,c,https://images.openfoodfacts.org/images/products/890/126/215/0064/front_en.16.400.jpg,244.0,3.0,4.8,4.8,3.0,2.0,0.0925,0.0,0.0,1.0,5.0
8901499008183,Corn Flakes Original,Kellogg's,Plant-based foods and beverages,['en:e320'],[],"corn grits 87.7%, sugar, malt extract, iodized salt, vitamins, INS320",d,https://images.openfoodfacts.org/images/products/890/149/900/8183/front_en.14.400.jpg,1590.0,6.6666666666667,87.0,8.3333333333333,1.0,0.66666666666667,1.25,2.6666666666667,1.0,0.0,3.0
8901764041259,Thums Up 300ml can,Coca Cola,Beverages,"['en:e150d', 'en:e338']",[],"Carbonated Water, Sugar, Acidity Regulator (338), Caffeine. Contains permitted natural colour (150d) and added flavours (natural, nature-identical and artificial flavouring substances (cola flavour)).",e,https://images.openfoodfacts.org/images/products/890/176/404/1259/front_en.9.400.jpg,167.0,0.0,10.0,10.0,0.0,0.0,0.0,,2.0,0.0,4.0
8904004403718,Moong Dal,Haldiram's,Plant-based foods and beverages,[],[],"Split Pulse Moong (Moong Dal) (77 %), Cotton Seed Oil Refined & lodised Salt.",c,https://images.openfoodfacts.org/images/products/890/400/440/3718/front_en.4.400.jpg,1992.0,21.31,50.66,0.0,20.93,5.64,0.975,7.52,0.0,0.0,6.0
8902579103170,FROOTI Mango Drink,Parle Agro,Beverages and beverages preparations,"['en:e202', 'en:e211', 'en:e224', 'en:e300', 'en:e330', 'en:e331', 'en:e331iii']",[],"Water, Mango Pulp (19.5%), Sugar, Acidity Regulators [INS330, INS331(iii)], Preservatives (INS211, INS224, INS202), Antioxidant (INS300)",e,https://images.openfoodfacts.org/images/products/890/257/910/3170/front_en.7.400.jpg,272.0,0.0,16.2,13.3,0.0,0.0,0.0,0.0,7.0,0.0,4.0
8901042969725,Gulab Jamun,MTR,Dessert mixes,"['en:e296', 'en:e500', 'en:e500ii']",[],"Refined wheat flour (Maida), Milk solids (18%), Interesterified vegetable fat, Raising agent [INS 500 (ii)] and Acidity regulator (INS 296). Allergen Advice: Contains Wheat Gluten and Milk.",unknown,https://images.openfoodfacts.org/images/products/890/104/296/9725/front_en.25.400.jpg,0.0,14.0,60.0,3.3,10.4,6.0,0.0,0.0,3.0,0.0,5.0
19017198,,Parle,100g wheat per amount,['en:e223'],[],"FARINE DE BLE, HUILE VEGETALE ČOMESTĪBLE, LEVURE, EXTRAIT DE MALT, SEL, EMULSIFIANT D'ORIGINE VEGÉTALE (ESTERS D'ACIDE DIACETYLTARTRIQUE DE MONO ET DIGCEDIDES (E 47 META BISULFITE DE SODIUM (E 223] ET AMYLASE (E 11C 2. AP MP GH",unknown,https://images.openfoodfacts.org/images/products/000/001/901/7198/front_en.4.400.jpg,,9.2,72.7,0.0,,,0.1,0.0,1.0,0.0,6.0
3564706633872,Torti surimi,Menu Fraîcheur,entrées,"['en:e14xx', 'en:e160c', 'en:e202', 'en:e415', 'en:e450', 'en:e451']","['en:celery', 'en:eggs', 'en:fish', 'en:gluten']","Pates alimentares cuites 3% semoule de blé dur, sell: eau; surimi 15% (eal, chair de poisson, amidon dont ble amidon modifie huile de soja sucre, set colorant: extrait de paprika, stabilisants: E450, E451); huile de colza; poivron rouge; vinagre d'alcool; jus de cron à base concentré; amidon modifié de pomme de teme; whisky; vinaigre de xeres; moutarde aan de moula d'alcool, se); sel; sucre ; jaune d'oeuf en poudre; congervateur: E202; ciboulette des ha épaississant: gomme xanthane; poivre; échalote déshydratée; poudre de betterave; artimes caramel ordinaire. Traces de: céleri, autres céréales contenant du gluten, crustacés graines de sésame et soja.",c,https://images.openfoodfacts.org/images/products/356/470/663/3872/front_en.10.400.jpg,778.0,4.2,17.0,1.5,11.0,0.7,0.93,,6.0,4.0,4.0
8901542001932,Complan,Zydus Wellness,,['en:e162'],['en:milk'],"Milk Solids (54.9%), Sugar, Peanut Oil, Maltodextrin, Caramel (INSI500), Minerals, Beet Red INS162), Vitamins., Inosital, Taurine, L-Carnitine, CONTAINS PERMITTED NATURAL COLOURS AND ADDED FLAVOURS (CHOCOLATE-ARTIFICIAL FLAVOURING SUBSTANCES) Contains Milk Solids Peanut Oil May contain traces of Nuts, Wheat and Soya. OTHER NUTRIENTS: Inasitol: 30 mg, Carnitine: / mg",unknown,https://images.openfoodfacts.org/images/products/890/154/200/1932/front_en.11.400.jpg,,,,,,,,,1.0,1.0,5.0
8901491702188,Oats,Quaker,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/149/170/2188/front_en.3.400.jpg,1700.0,11.8,68.5,1.75,9.5,2.0,0.0238,10.0,,0.0,7.0
8901725123123,iodized salt,aashirvaad,Condiments,"['en:e336', 'en:e551']",[],"EDIBLE COMMON SALT, ANTICAKING AGENTS (INS 551, INS 336) AND POTASSIUM IODATE",not-applicable,https://images.openfoodfacts.org/images/products/890/172/512/3123/front_en.13.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,2.0,0.0,3.0
8901491366229,Kurkure Solid Masti Masala Twisteez Crisps,Kurkure,Namkeen,"['en:e296', 'en:e330', 'en:e334']",['en:milk'],"Edible Vegetable Oil (Palmolein), Edible Starch, Besan (20.1%), Rice Flour (15.3%), Potato Powder, lodised Salt, *Seasoning (~Spices and Condiments, Maltodextrin, lodised Salt, Black Salt, Milk Solids, Acidity Regulators (330, 296, 334), Flavour (Natural and Nature Identical Flavouring Substances), Sugar, Tomato Powder)
*As flavouring agent. ~Contains Onion
ALLERGEN ADVICE: Contains Nuts, Milk
May Contain Sulphite",e,https://images.openfoodfacts.org/images/products/890/149/136/6229/front_en.15.400.jpg,2211.0,8.6,58.7,0.5,28.7,12.9,2.195,,3.0,1.0,3.0
8904258700465,Raw,Raw,Plant-based foods and beverages,"['en:e224', 'en:e300']",[],"VALENCIA ORANGE JUICE (99.8%), CITRUS FIBER, ANTIOXIDANTS [(INS 224), VITAMIN C-INS 300] CONTAINS NATURALLY OCCURING SUGARS",unknown,https://images.openfoodfacts.org/images/products/890/425/870/0465/front_en.5.400.jpg,193.0,0.64,10.75,8.76,0.04,,0.0105,,2.0,0.0,4.0
8904004401172,Khatta Meetha,Haldiram,Plain salty snacks,['en:e330'],['en:peanuts'],"Refined Palmolein Oil, Rice Flakes (22%) , Bengal Gram Flour (Besan) (21%), Refined Sugar, Split Pulse Bengal Gram (Chana Dal) (7%) Groundnuts (Peanuts) (5%), Sago (4%), Red Lentils (Masur Whole) (2.5%), Edible Common Salt, Black Salt, Turmeric Acidity Regulator (INS 330), Red Chilli, Ajwain, Raising Agent S500i) & Asafoetida tard Seed",d,https://images.openfoodfacts.org/images/products/890/400/440/1172/front_en.6.400.jpg,2218.0,9.26,57.38,4.26,29.25,12.48,0.0,4.01,1.0,1.0,6.0
8480024754288,Barritas de platano y chocolate,Alteza,Snacks,,[],,e,https://images.openfoodfacts.org/images/products/848/002/475/4288/front_en.7.400.jpg,1774.0,5.8,69.0,29.0,13.0,6.4,0.4,,,0.0,1.0
8901491101820,Potato Chips - Spanish Tomato Tango,Lay's,Plant-based foods and beverages,,[],,e,https://images.openfoodfacts.org/images/products/890/149/110/1820/front_en.37.400.jpg,2210.0,8.0,56.0,8.0,32.0,12.0,1.59,0.0,,0.0,1.0
8904063240248,Haldiram Bhujia 1kg,Haldiram's,Snacks,,[],,c,https://images.openfoodfacts.org/images/products/890/406/324/0248/front_en.9.400.jpg,837.0,4.0,15.0,1.0,14.0,4.0,0.7,2.0,,0.0,4.0
8901491001052,Lays salted Chips 30,Lay's,en:potato-crisps,,[],,e,https://images.openfoodfacts.org/images/products/890/149/100/1052/front_fr.3.400.jpg,2301.0,7.0,54.0,2.6,34.0,13.3,1.275,,,0.0,3.0
8906002004430,Veg mayonnaise,Dr. Oetker,Condiments,"['en:e1442', 'en:e202', 'en:e211', 'en:e260', 'en:e319', 'en:e330', 'en:e415']","['en:milk', 'en:soybeans']","Refined Soyabean Oil, Water, Sugar, Milk Solids, iodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319).  CONTAINS MILK.",e,https://images.openfoodfacts.org/images/products/890/600/200/4430/front_en.32.400.jpg,2103.0,0.5,8.6,7.3,51.8,9.2,1.80467,0.0,7.0,2.0,1.0
89000564,Coca Cola,Coca-Cola,Boissons,,[],,b,https://images.openfoodfacts.org/images/products/000/008/900/0564/front_fr.3.400.jpg,8.8,0.0,2.18,2.12,0.0,0.0,0.0,0.0,,0.0,5.0
0012345678912,foo,bar,,,[],,unknown,https://images.openfoodfacts.org/images/products/001/234/567/8912/front_en.5.400.jpg,,,,,,,,,,0.0,5.0
8901491001038,Lays Spanish 50,Lays,Plant-based foods and beverages,,[],,unknown,https://images.openfoodfacts.org/images/products/890/149/100/1038/front_en.5.400.jpg,,,,,,,,,,0.0,5.0
8901063142466,Nutri Choice Digestive,Britannia,Snacks,"['en:e472e', 'en:e500', 'en:e503']","['en:gluten', 'en:milk', 'en:soybeans', 'en:sulphur-dioxide-and-sulphites']","Refined wheat flour (maida), wheat flour(atta) (20%),refined palm oil, sugar, wheat bran(4.7%),Liquid glucose, milk solids, maltodextrin ,raising agents[503(ii)&500(ii)], IODISED salt ,emulsifiers[32(i),471&472e],malt extract and dough conditioner(233).contains added flavours [nature identical & artificial (vanillin) flavouring substances]",unknown,https://images.openfoodfacts.org/images/products/890/106/314/2466/front_en.50.400.jpg,2079.0,8.6,68.4,14.4,21.0,10.2,,6.0,3.0,4.0,5.0
8901393019452,Happydent Gum,Happydent,Snacks,"['en:e102', 'en:e133', 'en:e1405', 'en:e1412', 'en:e321', 'en:e322', 'en:e415', 'en:e420', 'en:e422', 'en:e466', 'en:e473', 'en:e901', 'en:e903', 'en:e904', 'en:e951', 'en:e965', 'en:e967']",['en:soybeans'],"Polyols (Maltitol, Xylitol (7%), Sorbitol), Gum Base, Humectant (INS 422), Thickeners (INS 1405, INS 1412, INS 415 & INS 466), Flavours [Natural, Nature-Identical and Artificial (Mint) Flavouring Substances}, Sweetener (INS 951), Emulsifiers (INS 322, INS 473), Glazing Agents (INS 903, INS 901, INS 904), Antioxidant (INS 321), Colours (INS 102, INS 133)",not-applicable,https://images.openfoodfacts.org/images/products/890/139/301/9452/front_en.16.400.jpg,745.0,0.0,73.2,0.0,0.0,,,,17.0,1.0,5.0
8901491363020,Chilli Chatka,10,,[],[],,unknown,https://images.openfoodfacts.org/images/products/890/149/136/3020/front_en.6.400.jpg,2335.0,5.6,59.2,20.0,34.5,15.5,,12.0,0.0,0.0,4.0
8906009077291,Oatmeal cookies Sugar free,Unibic,Snacks,"['en:e1400', 'en:e322', 'en:e500', 'en:e500ii', 'en:e503', 'en:e503ii', 'en:e965']","['en:gluten', 'en:milk']","Refined Wheat Flour (Maida), Sweetener (INS 965 - Maltitol), Butter, Edible Vegetable Oil (Palm), Rolled Oats (8%), Dextrin, Desiccated Coconut Powder, Leavening Agents (INS 503 ii, INS 500 ii), Emulsifier (INS 322 from Soy), lodised Salt.",d,https://images.openfoodfacts.org/images/products/890/600/907/7291/front_fr.3.400.jpg,1962.0,6.2,56.0,0.5,24.5,13.9,0.4625,6.2,7.0,2.0,4.0
8901063016873,50-50,Britannia,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/106/301/6873/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8901063139336,Britannia bourbon 100g,Britannia,Snacks,"['en:e102', 'en:e110', 'en:e122', 'en:e150a', 'en:e150d', 'en:e322', 'en:e500', 'en:e503']","['en:gluten', 'en:milk', 'en:soybeans']","REFINED WHEAT FLOUR (MAIDA), SUGAR (33%), REFINED PALM OIL, EDIBLE MAIZE STARCH, COLOURS (150a, 150d, 122, 110,133&102), COCOA SOLIDS (2.7%), MILK SOLIDS, RAISING AGENTS [500(ii)&503(ii)], NATURE IDENTICAL&ARTIFICIAL (VANILLA, CHOCOLATE MILK&MILKY COCOA) SUBSTANCES, FLAVOURING EMULSIFIERS [471 & 322(1)], MILK CHOCOLATE (0.1%) [EMULSIFIER (322(1))) AND IODISED SALT. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOYA.",e,https://images.openfoodfacts.org/images/products/890/106/313/9336/front_en.3.400.jpg,2065.0,5.0,72.7,38.3,20.3,10.1,0.119,,8.0,3.0,2.0
8904327600924,Myfitness Peanut Butter,Myfitness,Plant-based foods and beverages,,[],,c,https://images.openfoodfacts.org/images/products/890/432/760/0924/front_fr.3.400.jpg,2665.0,23.0,24.0,12.0,50.0,12.0,0.136,9.0,,0.0,6.0
8901491000772,American Style Cream & Onion Flavour,Lay's,Plant-based foods and beverages,"['en:e551', 'en:e627', 'en:e631']",['en:milk'],"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), *Seasoning (Sugar, lodised Salt, Milk Solids, Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking Agent (551)).",e,https://images.openfoodfacts.org/images/products/890/149/100/0772/front_en.14.400.jpg,2248.0,6.7,53.0,3.4,33.1,14.8,1.6075,0.0,3.0,1.0,2.0
8902080105021,Pepsi Cola 250ml Can,Pepsico,Beverages and beverages preparations,"['en:e150d', 'en:e338']",[],"carbonated water, Sugar, Acidity regulator (338), Caffeine, permitted natural colour (150d), added flavour",unknown,https://images.openfoodfacts.org/images/products/890/208/010/5021/front_en.25.400.jpg,,,,,,,,,2.0,0.0,5.0
8901764042805,Thums Up,Coca-Cola,Beverages,"['en:e100', 'en:e150', 'en:e338', 'en:e960']",[],"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (338), CAFFEINE (81 mg/100 g), SWEETENER (960), COLOUR (150 d), FLAVOURS (NATURAL, NATURE-IDENTICAL & ARTIFICIAL (COLA) FLAVORING SUBSTANCES)",e,https://images.openfoodfacts.org/images/products/890/176/404/2805/front_en.26.400.jpg,163.0,0.0,9.7,9.5,0.0,0.0,0.055,0.0,4.0,0.0,4.0
8906048500668,Protinex Rich Chocolate Flavour 400g Jar,Danone,Dietary supplements,,[],,not-applicable,https://images.openfoodfacts.org/images/products/890/604/850/0668/front_fr.13.400.jpg,1561.0,34.0,54.4,15.0,2.1,1.5,0.75,,,0.0,5.0
8902080404575,Mango Slice 1.75ltr,PepsiCo Inc.,Plant-based foods and beverages,"['en:e110', 'en:e202', 'en:e330', 'en:e466']",[],"WATER, SUGAR, *CONCENTRATED MANGO PULP & ALPHONSO MANGO PULP (14% MANGO PULP), ACIDITY REGULATOR (330), STABILIZERS (466, 440) FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), PRESERVATIVE (202), COLOUR (110). *14% MANGO PULP IN RECONSTITUTED BEVERAGE SHARE BACK",e,https://images.openfoodfacts.org/images/products/890/208/040/4575/front_en.4.400.jpg,268.0,0.0,15.9,15.5,0.0,0.0,0.02286,0.0,4.0,0.0,4.0
8901595862825,Red chilli sauce,Ching's,Sauces,"['en:e1422', 'en:e211', 'en:e260', 'en:e330', 'en:e415']",[],"Water, Sugar, Red Chilli (6%), Garlic, Ginger, lodised Salt, Thickener (INS 1422), Acidity Regulators (INS 260, INS 330), Emulsifying and Stabilizing Agent (INS 415), Preservative (INS 211). Allergen Advice: May contain: Wheat, Nuts, Sesame seeds, Soy, Mustard and Milk.",e,https://images.openfoodfacts.org/images/products/890/159/586/2825/front_en.7.400.jpg,473.0,0.4,27.4,20.0,0.2,0.0,2760.0,,5.0,0.0,2.0
8906007280037,Fortune Soya Health Refined Oil,Fortune,Soybean oils,,[],,c,https://images.openfoodfacts.org/images/products/890/600/728/0037/front_en.3.400.jpg,3768.0,0.0,0.0,0.0,100.0,21.0,0.0,0.0,,0.0,4.0
8901030900105,Tomato Soup,knorr,Plant-based foods and beverages,"['en:e330', 'en:e415', 'en:e551', 'en:e631']",['en:gluten'],"Sugar, Maize Starch, Tomato Paste Solids (15%), Refined Wheat Flour (Maida), lodised salt, Hydrogenated Palm Oil, *Dehydrated Vegetables (Onion Powder (2.8%), Leeks (1.1%)), Hydrolyzed Vegetable Protein, Spices & Condiments (Black pepper (0.4%)), Anti caking agent - 551, Thickener - 415, Red Beet Juice Powder (Anti caking agent - 551), Flavours - Natural (Garlic) and Nature Identical Flavouring Substances, Flavour Enhancer - 627 & 631, Oleoresin Chilli, Acidity Regulator - 330. Contains Wheat. May Contain Traces of Milk, Mustard, Soya, Celery & Nuts.",c,https://images.openfoodfacts.org/images/products/890/103/090/0105/front_en.3.400.jpg,116.0,0.43010752688172,5.5913978494624,2.7035330261137,0.43010752688172,0.2457757296467,0.7757296466974,0.36866359447005,4.0,1.0,4.0
8902080204052,Mirinda orange Flavour 750ml,Mirinda,Beverages and beverages preparations,,[],,unknown,https://images.openfoodfacts.org/images/products/890/208/020/4052/front_en.7.400.jpg,,,,,,,,,,0.0,5.0
8906080601774,paper boat slurpy mango pch,Paper Boat,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/608/060/1774/front_en.17.400.jpg,,,,,,,,,,0.0,5.0
8901063029262,Jim jam92 g,Britannia,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/106/302/9262/front_en.5.400.jpg,,,,,,,,,,0.0,5.0
8901719121401,Monaco,Parle,Snacks,,[],,unknown,https://images.openfoodfacts.org/images/products/890/171/912/1401/front_fr.3.400.jpg,,,,,,,,,,0.0,5.0
8901207032103,Real Guava juice 180ml tpk,,Plant-based foods and beverages,,[],,unknown,https://images.openfoodfacts.org/images/products/890/120/703/2103/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8908001658065,Ocean Fruit drink Mango & Passion fruit Flv 500ml,Ocean,Beverages and beverages preparations,"['en:e202', 'en:e329', 'en:e330', 'en:e331', 'en:e508']",[],"Water, Apple Juice Concentrate 18% (Equivalent to 12% Apple Juice). Sugar, Glucose, Minerals (E 329, E 508). Acidity Regulator (E 330, E 331), Nature Identical Flavouring Substances (Peach&Passion Fruit Flavour), Permitted Class II Preservative (E 202), Vitamins (B3, B5, B7).",e,https://images.openfoodfacts.org/images/products/890/800/165/8065/front_en.11.400.jpg,176.0,0.5,10.0,10.0,0.0,0.0,0.0125,,5.0,0.0,4.0
8901030824128,Horlicks,Hindustan Uniliver,Beverages,,[],,unknown,https://images.openfoodfacts.org/images/products/890/103/082/4128/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8904327600405,Myfitness Chocolate Peanut Butter,Myfitness,Plant-based foods and beverages,['en:e471'],['en:peanuts'],"Roasted Peanuts, Dark Chocolate, Brown Sugar, Salt, Stabilizer (INS471). Allergen Info: Contains Peanuts And Soya Peanut Butter (Proprietary Food-4.2.2.5)",d,https://images.openfoodfacts.org/images/products/890/432/760/0405/front_en.3.400.jpg,2615.0,26.0,19.0,10.0,50.0,10.0,0.875,,1.0,1.0,4.0
8901719117220,Parle Hide &seek 200g(30),Parle,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/171/911/7220/front_en.8.400.jpg,2008.0,5.8,73.1,32.6,18.3,11.4,,,,0.0,2.0
8901719123795,Parle monaco(200g),parle,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/171/912/3795/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8904063214331,Haldiram aloo bhujia 220g,Haldiram's,Snacks,,[],,d,https://images.openfoodfacts.org/images/products/890/406/321/4331/front_en.3.400.jpg,2445.0,10.3,42.4,3.8,41.5,14.5,0.0,4.8,,0.0,6.0
8904422702233,cow ghee,Patanjali,Fats,,[],,unknown,https://images.openfoodfacts.org/images/products/890/442/270/2233/front_en.8.400.jpg,,,,,,,,,,0.0,5.0
8906080601248,Paper boat coconut water 200ml pet,,,['en:e234'],[],"COCONUT WATER (99%), SUGAR AND PRESERVATIVE (NISIN).",unknown,https://images.openfoodfacts.org/images/products/890/608/060/1248/front_en.3.400.jpg,,,,,,,,,1.0,0.0,5.0
8901117250352,oral rehydration salts,cipla,Non food products,[],[],,not-applicable,https://images.openfoodfacts.org/images/products/890/111/725/0352/front_en.5.400.jpg,,,,,,,,,0.0,0.0,5.0
8901042967325,MTR POHA,MTR,Plant-based foods and beverages,,[],,c,https://images.openfoodfacts.org/images/products/890/104/296/7325/front_en.11.400.jpg,1042.0,4.8,40.3,2.7,7.2,3.0,0.8,1.8,,0.0,4.0
8901063363809,Gobbless Choco Chill Cake,Britannia,Snacks,[],[],,unknown,https://images.openfoodfacts.org/images/products/890/106/336/3809/front_en.5.400.jpg,1791.0,6.0,56.0,28.7,20.0,10.0,,,0.0,0.0,2.0
8904422700840,Patanjali,,,,[],,unknown,https://images.openfoodfacts.org/images/products/890/442/270/0840/front_en.5.400.jpg,,,,,,,,,,0.0,5.0
8901063092730,britannia,Britannia,en:biscuits,,[],,unknown,https://images.openfoodfacts.org/images/products/890/106/309/2730/front_en.3.400.jpg,,,,,,,,,,0.0,5.0
8901262151726,Lactose Free,Amul,Dairies,[],['en:milk'],"Toned Milk, Milk Solids, Enzyme (beta galactosidase)",unknown,https://images.openfoodfacts.org/images/products/890/126/215/1726/front_en.3.400.jpg,,,,,,,,,0.0,1.0,5.0
8904335600695,Dark Chocolate Peanut Butter,Yoga Bar,Plant-based foods and beverages,"['en:e322', 'en:e322i', 'en:e392']","['en:peanuts', 'en:soybeans']","Roasted Peanuts 71%, Dark Chocolate (Cocoa Solids, Cocoa Butter, Cocoa Powder, Sugar, Soy Lecithin & Natural Vanilla), Raw Sugar, Cocoa Powder, Probiotics SEB LBSC (Bacillus Coagulans) *100 million CFU per serving. Contains Added Natural Flavour: Rosemary Extract, Chocolate. Commodity: 04.2.2.5 Nut Butter Proprietary Food. Storage Instructions: Store in a cool, dry, and hygienic place. Do not refrigerate. Allergen Advice: CONTAINS NUTS & SOY LECITHIN.",c,https://images.openfoodfacts.org/images/products/890/433/560/0695/front_en.3.400.jpg,2494.0,21.0,32.4,8.6,42.5,12.3,0.057,6.6,3.0,2.0,6.0
7622201762193,Dairy Milk Silk Oreo,Mondelez International,Snacks,"['en:e322', 'en:e442', 'en:e476', 'en:e500']","['en:gluten', 'en:milk']","Milk Chocolate (50%)- Sugar, Milk Solids (13%), Cocoa Butter, Cocoa Solids, Emulsifiers (442, 476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances) Centre (50%)- Fractionated Fat, Sugar, Biscuit 13% (Refined Wheat Flour (Maida), Sugar, Palmolein, Invert Sugar, Cocos Solids, Leavening Agents (500), 5030)) lodised Salt, Emulsifier (322), Flavours (Artificial (Vanilla) Flavouring Substances), Milk Solids, Lactose-Rich Deproteinized Whey Permeate Powder, Emulsifier (442), Flavours (Artificial (Vanilla) Flavouring Substances).",e,https://images.openfoodfacts.org/images/products/762/220/176/2193/front_en.3.400.jpg,2356.0,6.0,56.9,48.9,34.8,22.3,0.5175,,4.0,2.0,1.0
8904063240149,Haldiram's Salted Peanuts,Haldiram's,Plant-based foods and beverages,[],"['en:nuts', 'en:peanuts']","Peanuts (89%), Edible Vegetable (Palmolein, cotton Seed, Rice Bran) and lodised Salt (1.6%). Allergen Information: Contains Nut.",e,https://images.openfoodfacts.org/images/products/890/406/324/0149/front_en.5.400.jpg,2552.0,26.0,18.5,0.0,48.0,24.0,1.825,6.8,0.0,2.0,5.0
8901063338593,100% Whole Wheat Brown Bread,Britannia,Bread,,[],,c,https://images.openfoodfacts.org/images/products/890/106/333/8593/front_en.3.400.jpg,1020.0,8.3,50.7,1.5,2.0,0.6,1.2,4.4,,0.0,6.0
8908001658041,Ocean Fruit drink Peach passion fruit flavour 500ml,O'cean,Energy drink without sugar and with artificial sweeteners,,[],,e,https://images.openfoodfacts.org/images/products/890/800/165/8041/front_en.3.400.jpg,176.0,0.5,10.0,10.0,0.0,,0.0125,,,0.0,4.0
8901063142428,Nutri choice Digestive,Britania,Biscuits,,[],,e,https://images.openfoodfacts.org/images/products/890/106/314/2428/front_en.3.400.jpg,2021.0,9.3,68.0,12.7,20.8,10.3,0.905,6.7,,0.0,4.0
8902080001156,Pepsi,Pepsico,Beverages,['en:e150d'],[],"CARBONATED WATER, SUGAR, COLOUR (150d), ACIDITY REGULATOR, CAFFEINE (10 mg/100g), FLAVOUR (NATURAL FLAVOURING SUBSTANCES), STABILIZER",unknown,https://images.openfoodfacts.org/images/products/890/208/000/1156/front_en.3.400.jpg,,,,,,,,,1.0,0.0,5.0
